Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
IL-021,Christian County,54.6,114,2.2,52.4
IL-023,Clark County,54.8,113,2.1,52.7
IL-025,Clay County,56,115,2.1,53.9
IL-027,Clinton County,56.8,115,2.2,54.6
IL-029,Coles County,54.5,115,2.3,52.2
IL-031,Cook County,51.2,114,2.4,48.8
IL-033,Crawford County,55.4,111,1.8,53.6
IL-035,Cumberland County,55,114,2.1,52.9
IL-037,DeKalb County,49.6,108,1.8,47.8
IL-039,De Witt County,53.3,116,2.4,50.9
IL-041,Douglas County,54.2,117,2.6,51.6
IL-043,DuPage County,50.6,111,2.2,48.4
IL-045,Edgar County,53.8,108,1.9,51.9
IL-047,Edwards County,57.3,118,2.4,54.9
IL-049,Effingham County,55.1,110,2,53.1
IL-051,Fayette County,55.6,114,2,53.6
IL-053,Ford County,52.4,117,2.3,50.1
IL-055,Franklin County,56.9,109,1.7,55.2
IL-057,Fulton County,53.3,112,2,51.3
IL-059,Gallatin County,57.5,105,1.3,56.2
IL-061,Greene County,55.4,111,1.9,53.5
IL-063,Grundy County,51.4,112,2.2,49.2
IL-065,Hamilton County,57.4,116,2.2,55.2
IL-067,Hancock County,53.5,107,1.9,51.6
IL-069,Hardin County,57.7,102,1.4,56.3
IL-071,Henderson County,52.6,111,1.9,50.7
IL-073,Henry County,51.2,112,2.1,49.1
IL-075,Iroquois County,52.2,115,2.2,50
IL-077,Jackson County,57,109,1.6,55.4
IL-079,Jasper County,55.2,109,1.8,53.4
IL-081,Jefferson County,56.5,110,1.7,54.8
IL-083,Jersey County,56,111,2,54
IL-085,Jo Daviess County,49,111,2.2,46.8
IL-087,Johnson County,57.4,103,1.5,55.9
IL-089,Kane County,49.8,109,1.8,48
IL-091,Kankakee County,51.7,111,2.1,49.6
IL-093,Kendall County,50.7,109,1.9,48.8
IL-095,Knox County,51.5,105,1.7,49.8
IL-097,Lake County,49.7,112,2.1,47.6
IL-099,LaSalle County,50.9,109,1.9,49
IL-101,Lawrence County,55.9,106,1.6,54.3
IL-103,Lee County,50.2,112,2.1,48.1
IL-105,Livingston County,51.8,113,2.2,49.6
IL-107,Logan County,53.9,115,2.3,51.6
IL-109,McDonough County,53,110,1.9,51.1
IL-111,McHenry County,49.1,111,2,47.1
IL-113,McLean County,52.6,117,2.6,50
IL-115,Macon County,53.9,113,2.3,51.6
IL-117,Macoupin County,55.2,111,2,53.2
IL-119,Madison County,56.8,115,2.2,54.6
IL-121,Marion County,56,112,1.9,54.1
IL-123,Marshall County,51.9,113,2.1,49.8
IL-125,Mason County,54.2,115,2.2,52
IL-127,Massac County,58.5,108,1.7,56.8
IL-129,Menard County,54.3,115,2.3,52
IL-131,Mercer County,51.5,108,1.7,49.8
IL-133,Monroe County,58.4,122,3,55.4
IL-135,Montgomery County,55,112,2,53
IL-137,Morgan County,54.6,115,2.2,52.4
IL-139,Moultrie County,54.1,113,2.1,52
IL-141,Ogle County,49.9,113,2.4,47.5
IL-143,Peoria County,53,118,2.7,50.3
IL-145,Perry County,56.8,108,1.7,55.1
IL-147,Piatt County,53.7,118,2.6,51.1
IL-149,Pike County,55.4,121,2.5,52.9
IL-151,Pope County,57.7,102,1.5,56.2
IL-153,Pulaski County,58.3,107,1.5,56.8
IL-155,Putnam County,51.2,101,1.4,49.8
IL-157,Randolph County,57.5,116,2.3,55.2
IL-159,Richland County,56,111,1.8,54.2
IL-161,Rock Island County,51.3,110,2,49.3
IL-163,St. Clair County,58,121,2.9,55.1
IL-165,Saline County,57.3,106,1.5,55.8
IL-167,Sangamon County,54.7,117,2.4,52.3
IL-169,Schuyler County,54,114,2.2,51.8
IL-171,Scott County,55.1,115,2.2,52.9
IL-173,Shelby County,54.7,113,2,52.7
IL-175,Stark County,51.4,112,2,49.4
IL-177,Stephenson County,49.2,115,2.6,46.6
IL-179,Tazewell County,53.6,120,2.9,50.7
IL-181,Union County,57.4,111,1.5,55.9
IL-183,Vermilion County,53,112,2,51
IL-185,Wabash County,56.8,111,1.8,55
IL-187,Warren County,51.6,103,1.6,50
IL-189,Washington County,56.6,110,1.8,54.8
IL-191,Wayne County,57.4,121,2.7,54.7
IL-193,White County,57.6,116,2,55.6
IL-195,Whiteside County,50.8,115,2.4,48.4
IL-197,Will County,51.3,112,2,49.3
IL-199,Williamson County,56.9,107,1.5,55.4
IL-201,Winnebago County,49.6,114,2.2,47.4
IL-203,Woodford County,52.7,120,3,49.7
IN-001,Adams County,51.7,113,2.1,49.6
IN-003,Allen County,51.3,113,2.1,49.2
IN-005,Bartholomew County,54.6,109,1.7,52.9
IN-007,Benton County,51.5,107,1.7,49.8
IN-009,Blackford County,52.3,113,2,50.3
IN-011,Boone County,52.4,116,2.2,50.2
IN-013,Brown County,53.9,108,1.7,52.2
IN-015,Carroll County,52,110,1.8,50.2
IN-017,Cass County,51.8,112,2,49.8
IN-019,Clark County,56.5,114,2.1,54.4
IN-021,Clay County,54.4,117,2.2,52.2
IN-023,Clinton County,52.1,113,2,50.1
IN-025,Crawford County,55.8,106,1.4,54.4
IN-027,Daviess County,55.7,114,2.1,53.6
IN-029,Dearborn County,54.5,110,1.8,52.7
IN-031,Decatur County,53.8,107,1.4,52.4
IN-033,DeKalb County,50.4,110,2,48.4
IN-035,Delaware County,53,117,2.4,50.6
IN-037,Dubois County,55.9,110,1.6,54.3
IN-039,Elkhart County,50.5,115,2.4,48.1
IN-041,Fayette County,52.7,110,1.6,51.1
IN-043,Floyd County,56.7,114,2.3,54.4
IN-045,Fountain County,52.7,109,1.8,50.9
IN-047,Franklin County,53.4,108,1.5,51.9
IN-049,Fulton County,51.3,115,2.3,49
IN-051,Gibson County,56.8,111,1.8,55
IN-053,Grant County,52.2,112,1.8,50.4
IN-055,Greene County,54.7,115,2.1,52.6
IN-057,Hamilton County,52.7,112,1.9,50.8
IN-059,Hancock County,53.1,111,1.8,51.3
IN-061,Harrison County,56.6,115,2,54.6
IN-063,Hendricks County,52.8,112,1.8,51
IN-065,Henry County,52.3,112,1.9,50.4
IN-067,Howard County,52,111,1.8,50.2
IN-069,Huntington County,51.4,106,1.6,49.8
IN-071,Jackson County,55,111,1.7,53.3
IN-073,Jasper County,51.3,109,2,49.3
IN-075,Jay County,52,113,2.1,49.9
IN-077,Jefferson County,55.6,113,2.1,53.5
IN-079,Jennings County,54.9,110,1.7,53.2
IN-081,Johnson County,53.6,112,1.8,51.8
IN-083,Knox County,56.1,112,1.9,54.2
IN-085,Kosciusko County,50.8,113,2.1,48.7
IN-087,LaGrange County,50.4,117,2.3,48.1
IN-089,Lake County,51.4,115,2.3,49.1
IN-091,LaPorte County,50.6,111,1.9,48.7
IN-093,Lawrence County,54.5,109,1.6,52.9
IN-095,Madison County,53,113,2.1,50.9
IN-097,Marion County,53.3,111,1.8,51.5
IN-099,Marshall County,50.6,113,2.3,48.3
IN-101,Martin County,55.2,115,2,53.2
IN-103,Miami County,51.8,111,1.9,49.9
IN-105,Monroe County,53.8,109,1.7,52.1
IN-107,Montgomery County,52.4,114,2,50.4
IN-109,Morgan County,53.5,109,1.6,51.9
IN-111,Newton County,51.6,111,2,49.6
IN-113,Noble County,50.4,114,2.1,48.3
IN-115,Ohio County,55.5,114,2.2,53.3
IN-117,Orange County,55.3,113,1.7,53.6
IN-119,Owen County,54.1,115,2.1,52
IN-121,Parke County,53.4,110,1.8,51.6
IN-123,Perry County,55.8,81,0.5,55.3
IN-125,Pike County,56.3,114,1.9,54.4
IN-127,Porter County,51,113,2.1,48.9
IN-129,Posey County,57.5,107,1.4,56.1
IN-131,Pulaski County,51.3,114,2.2,49.1
IN-133,Putnam County,53,109,1.7,51.3
IN-135,Randolph County,52.2,116,2.3,49.9
IN-137,Ripley County,54.1,110,1.6,52.5
IN-139,Rush County,53,111,1.6,51.4
IN-141,St. Joseph County,50.2,107,2,48.2
IN-143,Scott County,55.7,113,2,53.7
IN-145,Shelby County,53.9,111,1.8,52.1
IN-147,Spencer County,56.6,94,0.9,55.7
IN-149,Starke County,50.9,113,2.2,48.7
IN-151,Steuben County,49.9,114,2.2,47.7
IN-153,Sullivan County,55.3,114,2.3,53
IN-155,Switzerland County,55.9,115,2.4,53.5
IN-157,Tippecanoe County,52,107,1.6,50.4
IN-159,Tipton County,52.2,113,1.9,50.3
IN-161,Union County,52.9,112,1.8,51.1
IN-163,Vanderburgh County,57.5,110,1.6,55.9
IN-165,Vermillion County,53.6,108,1.8,51.8
IN-167,Vigo County,54.7,117,2.2,52.5
IN-169,Wabash County,51.6,109,1.7,49.9
IN-171,Warren County,52.2,108,1.7,50.5
IN-173,Warrick County,57,112,1.6,55.4
IN-175,Washington County,55.3,116,2,53.3
IN-177,Wayne County,52.4,115,2.1,50.3
IN-179,Wells County,51.6,109,1.8,49.8
IN-181,White County,51.5,109,1.8,49.7
IN-183,Whitley County,50.6,106,1.6,49
IA-001,Adair County,50.6,111,2.1,48.5
IA-003,Adams County,51.2,111,2.1,49.1
IA-005,Allamakee County,47.5,113,2.2,45.3
IA-007,Appanoose County,52,103,1.7,50.3
IA-009,Audubon County,49.6,109,2.1,47.5
IA-011,Benton County,48.3,98,1,47.3
IA-013,Black Hawk County,48.1,102,1.6,46.5
IA-015,Boone County,50.1,112,2.3,47.8
IA-017,Bremer County,47.9,113,2.2,45.7
IA-019,Buchanan County,47.6,105,1.5,46.1
IA-021,Buena Vista County,48.2,113,2.3,45.9
IA-023,Butler County,48,109,2,46
IA-025,Calhoun County,49.2,114,2.3,46.9
IA-027,Carroll County,49.6,115,2.5,47.1
IA-029,Cass County,50.8,111,2.1,48.7
IA-031,Cedar County,49.8,104,1.5,48.3
IA-033,Cerro Gordo County,47.1,111,2.1,45
IA-035,Cherokee County,48.1,107,2,46.1
IA-037,Chickasaw County,46.8,111,2,44.8
IA-039,Clarke County,51.8,113,2.3,49.5
IA-041,Clay County,47.6,115,2.4,45.2
IA-043,Clayton County,47.9,111,2,45.9
IA-045,Clinton County,50.4,113,2,48.4
IA-047,Crawford County,49.5,112,2.3,47.2
IA-049,Dallas County,51.1,114,2.3,48.8
IA-051,Davis County,52,102,1.5,50.5
IA-053,Decatur County,52.4,116,2.5,49.9
IA-055,Delaware County,48.2,114,2.1,46.1
IA-057,Des Moines County,52.2,105,1.7,50.5
IA-059,Dickinson County,46.6,108,2.1,44.5
IA-061,Dubuque County,48.6,111,1.9,46.7
IA-063,Emmet County,46.6,108,2.1,44.5
IA-065,Fayette County,47.4,113,2.3,45.1
IA-067,Floyd County,47.4,112,2.1,45.3
IA-069,Franklin County,47.8,114,2.2,45.6
IA-071,Fremont County,52.7,105,1.8,50.9
IA-073,Greene County,50.1,116,2.4,47.7
IA-075,Grundy County,48.5,106,1.9,46.6
IA-077,Guthrie County,50.3,112,2.1,48.2
IA-079,Hamilton County,48.4,105,1.8,46.6
IA-081,Hancock County,46.7,101,1.6,45.1
IA-083,Hardin County,48.6,115,2.2,46.4
IA-085,Harrison County,51,111,2.2,48.8
IA-087,Henry County,51.1,95,0.9,50.2
IA-089,Howard County,45.8,111,2.1,43.7
IA-091,Humboldt County,48,105,1.6,46.4
IA-093,Ida County,48.7,106,2,46.7
IA-095,Iowa County,50.3,112,2.1,48.2
IA-097,Jackson County,49.7,114,2.1,47.6
IA-099,Jasper County,50.6,108,2,48.6
IA-101,Jefferson County,50.9,98,0.9,50
IA-103,Johnson County,50.3,107,1.8,48.5
IA-105,Jones County,49.7,116,2.5,47.2
IA-107,Keokuk County,50.9,108,1.9,49
IA-109,Kossuth County,47.2,110,2,45.2
IA-111,Lee County,52.7,101,1.3,51.4
IA-113,Linn County,49.1,108,1.9,47.2
IA-115,Louisa County,51.2,102,1.3,49.9
IA-117,Lucas County,51.5,105,1.7,49.8
IA-119,Lyon County,47.1,108,2,45.1
IA-121,Madison County,51.4,113,2.2,49.2
IA-123,Mahaska County,51.3,109,1.9,49.4
IA-125,Marion County,51.4,102,1.5,49.9
IA-127,Marshall County,49.6,112,2.1,47.5
IA-129,Mills County,52.3,108,2,50.3
IA-131,Mitchell County,46.7,114,2.4,44.3
IA-133,Monona County,50.1,108,2.1,48
IA-135,Monroe County,51.8,106,1.7,50.1
IA-137,Montgomery County,51.7,110,2.1,49.6
IA-139,Muscatine County,50.3,95,0.9,49.4
IA-141,O'Brien County,47.5,109,2.1,45.4
IA-143,Osceola County,46.5,107,1.9,44.6
IA-145,Page County,52.5,112,2.2,50.3
IA-147,Palo Alto County,47.9,116,2.6,45.3
IA-149,Plymouth County,48.6,110,2.1,46.5
IA-151,Pocahontas County,48.3,110,2,46.3
IA-153,Polk County,51.5,114,2.3,49.2
IA-155,Pottawattamie County,51.5,110,2.2,49.3
IA-157,Poweshiek County,49.9,107,1.8,48.1
IA-159,Ringgold County,52,114,2.5,49.5
IA-161,Sac County,48.9,114,2.3,46.6
IA-163,Scott County,50.9,110,2.1,48.8
IA-165,Shelby County,50.1,110,2.1,48
IA-167,Sioux County,47.8,106,1.9,45.9
IA-169,Story County,50,113,2.3,47.7
IA-171,Tama County,48.9,104,1.7,47.2
IA-173,Taylor County,51.9,114,2.4,49.5
IA-175,Union County,51.3,113,2.2,49.1
IA-177,Van Buren County,51.6,97,0.7,50.9
IA-179,Wapello County,51.8,106,1.7,50.1
IA-181,Warren County,51.9,107,2,49.9
IA-183,Washington County,50.7,103,1.5,49.2
IA-185,Wayne County,51.7,107,1.7,50
IA-187,Webster County,48.7,108,1.8,46.9
IA-189,Winnebago County,46,101,1.4,44.6
IA-191,Winneshiek County,46.5,112,2.3,44.2
IA-193,Woodbury County,49.3,104,2,47.3
IA-195,Worth County,46.2,105,1.8,44.4
IA-197,Wright County,47.5,104,1.7,45.8
KS-001,Allen County,57.6,108,1.6,56
KS-003,Anderson County,56.9,108,1.6,55.3
KS-005,Atchison County,55.3,116,2.3,53
KS-007,Barber County,58.2,108,1.6,56.6
KS-009,Barton County,55.7,103,1.3,54.4
KS-011,Bourbon County,58.4,119,2.3,56.1
KS-013,Brown County,54.5,115,2.3,52.2
KS-015,Butler County,57.8,115,2.2,55.6
KS-017,Chase County,56.8,114,2.2,54.6
KS-019,Chautauqua County,58.9,107,1.5,57.4
KS-021,Cherokee County,59.1,107,1.6,57.5
KS-023,Cheyenne County,53.4,120,2.7,50.7
KS-025,Clark County,58.3,115,1.8,56.5
KS-027,Clay County,56.1,117,2.6,53.5
KS-029,Cloud County,55.4,114,2.2,53.2
KS-031,Coffey County,57,113,1.9,55.1
KS-033,Comanche County,58.1,109,1.6,56.5
KS-035,Cowley County,58.5,107,1.7,56.8
KS-037,Crawford County,58.4,109,1.7,56.7
KS-039,Decatur County,53.5,116,2.2,51.3
KS-041,Dickinson County,57.3,121,3,54.3
KS-043,Doniphan County,54.9,111,2,52.9
KS-045,Douglas County,56.6,115,2.1,54.5
KS-047,Edwards County,56.2,107,1.5,54.7
KS-049,Elk County,58.3,108,1.9,56.4
KS-051,Ellis County,55.6,112,2.1,53.5
KS-053,Ellsworth County,56.9,117,2.4,54.5
KS-055,Finney County,56.1,118,2.7,53.4
KS-057,Ford County,56.8,116,2.1,54.7
KS-059,Franklin County,56.8,114,2,54.8
KS-061,Geary County,56.7,119,2.7,54
KS-063,Gove County,54.8,115,2.2,52.6
KS-065,Graham County,54.9,114,2.2,52.7
KS-067,Grant County,56.3,116,1.9,54.4
KS-069,Gray County,56.6,119,2.4,54.2
KS-071,Greeley County,53.9,115,2.1,51.8
KS-073,Greenwood County,57.5,112,2.1,55.4
KS-075,Hamilton County,55,112,1.6,53.4
KS-077,Harper County,58.8,110,1.7,57.1
KS-079,Harvey County,57.7,114,2.3,55.4
KS-081,Haskell County,56.6,117,2.3,54.3
KS-083,Hodgeman County,56.5,116,2,54.5
KS-085,Jackson County,55.2,115,2.4,52.8
KS-087,Jefferson County,55.9,115,2.3,53.6
KS-089,Jewell County,54.1,110,2.1,52
KS-091,Johnson County,56.2,111,1.9,54.3
KS-093,Kearny County,55.7,118,2.3,53.4
KS-095,Kingman County,57.8,108,1.7,56.1
KS-097,Kiowa County,56.8,106,1.4,55.4
KS-099,Labette County,58.9,104,1.3,57.6
KS-101,Lane County,55.4,118,2.5,52.9
KS-103,Leavenworth County,56.1,115,2.2,53.9
KS-105,Lincoln County,56.4,117,2.6,53.8
KS-107,Linn County,57.4,113,1.9,55.5
KS-109,Logan County,54.6,118,2.4,52.2
KS-111,Lyon County,56.6,116,2.2,54.4
KS-113,McPherson County,57.6,120,2.9,54.7
KS-115,Marion County,57.2,118,2.6,54.6
KS-117,Marshall County,54.4,114,2.1,52.3
KS-119,Meade County,57.9,116,2,55.9
KS-121,Miami County,56.5,110,1.7,54.8
KS-123,Mitchell County,55.2,111,2.1,53.1
KS-125,Montgomery County,59.1,106,1.3,57.8
KS-127,Morris County,56.4,117,2.6,53.8
KS-129,Morton County,56.8,117,1.8,55
KS-131,Nemaha County,54.1,114,2.1,52
KS-133,Neosho County,58.1,104,1.4,56.7
KS-135,Ness County,55.8,113,1.8,54
KS-137,Norton County,53.6,111,2,51.6
KS-139,Osage County,57,120,2.7,54.3
KS-141,Osborne County,55.1,112,2,53.1
KS-143,Ottawa County,56.9,119,3,53.9
KS-145,Pawnee County,55.8,104,1.4,54.4
KS-147,Phillips County,54,109,1.8,52.2
KS-149,Pottawatomie County,55.4,114,2.2,53.2
KS-151,Pratt County,57,108,1.6,55.4
KS-153,Rawlins County,53.4,117,2.4,51
KS-155,Reno County,57.4,110,1.9,55.5
KS-157,Republic County,54.3,112,2.3,52
KS-159,Rice County,56.7,111,1.9,54.8
KS-161,Riley County,56,116,2.5,53.5
KS-163,Rooks County,55.1,111,2,53.1
KS-165,Rush County,55.6,108,1.6,54
KS-167,Russell County,56.2,115,2.3,53.9
KS-169,Saline County,58.1,123,3.6,54.5
KS-171,Scott County,55.3,119,2.7,52.6
KS-173,Sedgwick County,58.5,114,2.2,56.3
KS-175,Seward County,57.4,116,1.9,55.5
KS-177,Shawnee County,56.5,118,2.6,53.9
KS-179,Sheridan County,54.2,117,2.3,51.9
KS-181,Sherman County,53.3,119,2.8,50.5
KS-183,Smith County,53.9,106,1.7,52.2
KS-185,Stafford County,56.3,105,1.5,54.8
KS-187,Stanton County,55.9,112,1.5,54.4
KS-189,Stevens County,56.9,114,1.9,55
KS-191,Sumner County,59.2,112,2,57.2
KS-193,Thomas County,53.6,117,2.4,51.2
KS-195,Trego County,55.3,112,2.1,53.2
KS-197,Wabaunsee County,56,116,2.3,53.7
KS-199,Wallace County,53.9,116,2.5,51.4
KS-201,Washington County,54.6,115,2.3,52.3
KS-203,Wichita County,54.8,119,2.5,52.3
KS-205,Wilson County,58.6,111,1.7,56.9
KS-207,Woodson County,57.9,114,2,55.9
KS-209,Wyandotte County,56.4,116,2.3,54.1
KY-001,Adair County,57.2,109,1.6,55.6
KY-003,Allen County,58.4,98,1.2,57.2
KY-005,Anderson County,56.6,113,2,54.6
KY-007,Ballard County,58.9,109,1.7,57.2
KY-009,Barren County,58.2,107,1.4,56.8
KY-011,Bath County,55.3,92,0.9,54.4
KY-013,Bell County,54.7,59,0.1,54.6
KY-015,Boone County,55.4,112,2,53.4
KY-017,Bourbon County,55.6,107,1.7,53.9
KY-019,Boyd County,55.8,107,1.7,54.1
KY-021,Boyle County,56,101,1.4,54.6
KY-023,Bracken County,54.9,104,1.4,53.5
KY-025,Breathitt County,56.6,95,1,55.6
KY-027,Breckinridge County,56.6,99,1.3,55.3
KY-029,Bullitt County,57.3,112,1.8,55.5
KY-031,Butler County,58.5,112,1.8,56.7
KY-033,Caldwell County,58.4,101,1.3,57.1
KY-035,Calloway County,59.2,104,1.3,57.9
KY-037,Campbell County,55.3,109,1.7,53.6
KY-039,Carlisle County,59.1,110,1.6,57.5
KY-041,Carroll County,56.6,116,2.4,54.2
KY-043,Carter County,54.9,99,1.3,53.6
KY-045,Casey County,56.4,111,1.6,54.8
KY-047,Christian County,58.6,102,1.3,57.3
KY-049,Clark County,56,107,1.6,54.4
KY-051,Clay County,56.3,95,1,55.3
KY-053,Clinton County,57.8,114,1.9,55.9
KY-055,Crittenden County,58.2,106,1.4,56.8
KY-057,Cumberland County,58.2,110,1.6,56.6
KY-059,Daviess County,57.4,101,1.2,56.2
KY-061,Edmonson County,58.2,112,1.7,56.5
KY-063,Elliott County,55.1,96,1.1,54
KY-065,Estill County,56.5,97,1.1,55.4
KY-067,Fayette County,56.2,113,2.1,54.1
KY-069,Fleming County,54.7,89,0.9,53.8
KY-071,Floyd County,56.8,99,1.1,55.7
KY-073,Franklin County,56.8,118,2.3,54.5
KY-075,Fulton County,59.1,93,0.9,58.2
KY-077,Gallatin County,56.4,115,2.4,54
KY-079,Garrard County,56.4,104,1.5,54.9
KY-081,Grant County,55.8,114,2.1,53.7
KY-083,Graves County,59.1,109,1.5,57.6
KY-085,Grayson County,57.3,110,1.7,55.6
KY-087,Green County,57.2,98,1.2,56
KY-089,Greenup County,55.1,105,1.6,53.5
KY-091,Hancock County,56.4,79,0.5,55.9
KY-093,Hardin County,56.7,106,1.5,55.2
KY-095,Harlan County,53.6,58,0,53.6
KY-097,Harrison County,55.5,106,1.7,53.8
KY-099,Hart County,57.5,105,1.5,56
KY-101,Henderson County,57.8,106,1.3,56.5
KY-103,Henry County,56.4,116,2.4,54
KY-105,Hickman County,59,104,1.2,57.8
KY-107,Hopkins County,58.9,112,1.8,57.1
KY-109,Jackson County,55.9,103,1.2,54.7
KY-111,Jefferson County,57.4,114,2.1,55.3
KY-113,Jessamine County,56.5,110,1.9,54.6
KY-115,Johnson County,56.2,101,1.3,54.9
KY-117,Kenton County,55.2,109,1.8,53.4
KY-119,Knott County,55.9,89,0.9,55
KY-121,Knox County,56.1,83,0.8,55.3
KY-123,Larue County,56.6,101,1.2,55.4
KY-125,Laurel County,56.5,107,1.4,55.1
KY-127,Lawrence County,56.1,108,1.6,54.5
KY-129,Lee County,56.5,87,0.9,55.6
KY-131,Leslie County,55.6,80,0.6,55
KY-133,Letcher County,54.7,75,0.5,54.2
KY-135,Lewis County,54.6,96,1.1,53.5
KY-137,Lincoln County,56.1,106,1.5,54.6
KY-139,Livingston County,58.6,106,1.5,57.1
KY-141,Logan County,58.6,107,1.3,57.3
KY-143,Lyon County,58.8,103,1.3,57.5
KY-145,McCracken County,59,109,1.8,57.2
KY-147,McCreary County,56.6,108,1.5,55.1
KY-149,McLean County,58.5,113,1.9,56.6
KY-151,Madison County,56.5,104,1.4,55.1
KY-153,Magoffin County,56.1,98,1.1,55
KY-155,Marion County,56.5,100,1.3,55.2
KY-157,Marshall County,59.2,104,1.5,57.7
KY-159,Martin County,56.8,108,1.4,55.4
KY-161,Mason County,54.6,95,1.2,53.4
KY-163,Meade County,56.5,105,1.4,55.1
KY-165,Menifee County,55.2,84,0.7,54.5
KY-167,Mercer County,56.5,108,1.8,54.7
KY-169,Metcalfe County,57.4,106,1.3,56.1
KY-171,Monroe County,57.8,94,1.1,56.7
KY-173,Montgomery County,55.6,102,1.3,54.3
KY-175,Morgan County,55.5,88,0.9,54.6
KY-177,Muhlenberg County,58.9,115,1.9,57
KY-179,Nelson County,56.8,106,1.5,55.3
KY-181,Nicholas County,55.2,102,1.3,53.9
KY-183,Ohio County,58.1,113,1.8,56.3
KY-185,Oldham County,56.4,113,2.1,54.3
KY-187,Owen County,56.4,116,2.3,54.1
KY-189,Owsley County,56.7,98,1,55.7
KY-191,Pendleton County,55.5,108,1.7,53.8
KY-193,Perry County,56,81,0.7,55.3
KY-195,Pike County,56.6,97,1.1,55.5
KY-197,Powell County,56,95,1,55
KY-199,Pulaski County,57.1,114,1.9,55.2
KY-201,Robertson County,55,101,1.4,53.6
KY-203,Rockcastle County,56.2,108,1.4,54.8
KY-205,Rowan County,54.5,76,0.4,54.1
KY-207,Russell County,57.5,114,2,55.5
KY-209,Scott County,56.1,114,2.1,54
KY-211,Shelby County,56.4,115,2.1,54.3
KY-213,Simpson County,58.6,108,1.3,57.3
KY-215,Spencer County,56.8,112,1.9,54.9
KY-217,Taylor County,56.6,98,1.2,55.4
KY-219,Todd County,58.5,106,1.3,57.2
KY-221,Trigg County,58.8,100,1.2,57.6
KY-223,Trimble County,56.3,115,2.3,54
KY-225,Union County,57.9,103,1.2,56.7
KY-227,Warren County,58.8,111,1.6,57.2
KY-229,Washington County,56.4,106,1.5,54.9
KY-231,Wayne County,57.4,115,2,55.4
KY-233,Webster County,58.3,110,1.5,56.8
KY-235,Whitley County,56.3,87,0.9,55.4
KY-237,Wolfe County,55.9,87,0.8,55.1
KY-239,Woodford County,56.7,117,2.3,54.4
LA-001,Acadia Parish,68.6,91,0.6,68
LA-003,Allen Parish,67.5,73,0.4,67.1
LA-005,Ascension Parish,68.7,104,1.1,67.6
LA-007,Assumption Parish,69.6,113,1.6,68
LA-009,Avoyelles Parish,67.6,108,0.9,66.7
LA-011,Beauregard Parish,68,111,1.2,66.8
LA-013,Bienville Parish,65.8,115,1.8,64
LA-015,Bossier Parish,66.2,116,1.9,64.3
LA-017,Caddo Parish,66.4,115,1.7,64.7
LA-019,Calcasieu Parish,69.2,115,1.4,67.8
LA-021,Caldwell Parish,65.8,101,1,64.8
LA-023,Cameron Parish,69.8,113,1.4,68.4
LA-025,Catahoula Parish,66.6,102,0.8,65.8
LA-027,Claiborne Parish,64.6,102,1.1,63.5
LA-029,Concordia Parish,66.8,98,0.7,66.1
LA-031,De Soto Parish,66.3,112,1.5,64.8
LA-033,East Baton Rouge Parish,68,99,0.9,67.1
LA-035,East Carroll Parish,65.9,118,1.8,64.1
LA-037,East Feliciana Parish,67.2,102,0.9,66.3
LA-039,Evangeline Parish,67.9,98,0.7,67.2
LA-041,Franklin Parish,66.2,105,1.2,65
LA-043,Grant Parish,66.7,105,1,65.7
LA-045,Iberia Parish,69.2,106,1.1,68.1
LA-047,Iberville Parish,68.6,102,1,67.6
LA-049,Jackson Parish,65.4,112,1.5,63.9
LA-051,Jefferson Parish,69.7,103,1,68.7
LA-053,Jefferson Davis Parish,68.6,86,0.4,68.2
LA-055,Lafayette Parish,69,108,1.1,67.9
LA-057,Lafourche Parish,70.2,112,1.4,68.8
LA-059,La Salle Parish,66.4,98,0.9,65.5
LA-061,Lincoln Parish,65,111,1.5,63.5
LA-063,Livingston Parish,68.1,103,1,67.1
LA-065,Madison Parish,66.5,119,1.9,64.6
LA-067,Morehouse Parish,65.4,112,1.6,63.8
LA-069,Natchitoches Parish,67,116,1.6,65.4
LA-071,Orleans Parish,69.4,109,1.4,68
LA-073,Ouachita Parish,65.2,102,1,64.2
LA-075,Plaquemines Parish,70.1,106,1.2,68.9
LA-077,Pointe Coupee Parish,68,101,0.9,67.1
LA-079,Rapides Parish,67.5,109,1.2,66.3
LA-081,Red River Parish,66.6,115,1.8,64.8
LA-083,Richland Parish,65.8,108,1.3,64.5
LA-085,Sabine Parish,66.8,117,1.7,65.1
LA-087,St. Bernard Parish,69.4,109,1.2,68.2
LA-089,St. Charles Parish,69.5,103,1.1,68.4
LA-091,St. Helena Parish,67.4,111,1.4,66
LA-093,St. James Parish,69.2,109,1.3,67.9
LA-095,St. John the Baptist Parish,69.1,107,1.2,67.9
LA-097,St. Landry Parish,68.3,104,1,67.3
LA-099,St. Martin Parish,69,106,1.2,67.8
LA-101,St. Mary Parish,69.8,113,1.5,68.3
LA-103,St. Tammany Parish,68.3,113,1.5,66.8
LA-105,Tangipahoa Parish,67.8,111,1.4,66.4
LA-107,Tensas Parish,66.4,105,1.1,65.3
LA-109,Terrebonne Parish,70.8,117,2,68.8
LA-111,Union Parish,65.1,113,1.5,63.6
LA-113,Vermilion Parish,69.5,107,1.1,68.4
LA-115,Vernon Parish,67.4,115,1.6,65.8
LA-117,Washington Parish,67.1,107,1.2,65.9
